queue_length,token_position,active_counters,avg_processing_time_min,centre_workload_pct,hour_of_day,day_of_week,crop_factor,quantity_quintals,historical_avg_wait_min,actual_wait_minutes
13,10,4,9.7,59.8,8,1,1.4,71.4,49.1,38.5
38,4,3,9.3,101.3,16,5,1.05,65.1,34.8,21.4
18,9,3,6.7,93.4,16,4,1.05,38.9,39.6,28.6
2,1,2,7.7,36.2,9,4,1.0,109.6,36.1,12.2
8,4,4,5.4,86.0,11,3,1.4,91.8,59.2,14.0
11,9,3,9.3,73.1,11,5,1.1,60.2,56.5,38.1
33,7,3,8.0,38.3,8,5,1.0,80.8,30.0,27.1
54,53,2,9.0,75.2,9,0,0.9,43.7,58.1,219.0
38,4,3,5.1,45.4,15,2,0.9,11.9,32.4,12.3
48,5,4,7.6,86.7,13,4,1.0,28.5,64.2,19.7
27,5,5,8.3,52.3,8,5,0.9,14.1,60.9,8.7
20,11,2,4.8,42.0,14,1,1.4,63.4,68.3,43.3
12,9,3,9.0,36.6,14,5,1.25,76.5,45.5,36.3
43,28,3,7.5,69.3,13,1,1.05,48.8,38.6,92.6
31,16,5,5.4,46.0,15,1,1.35,66.0,38.4,26.3
27,9,4,7.2,98.4,12,3,1.4,14.8,46.5,32.6
32,22,6,8.7,30.2,9,0,0.9,93.5,29.8,34.2
10,4,6,6.6,97.5,11,2,0.95,8.8,13.1,11.0
3,3,2,7.9,71.7,15,1,1.25,78.0,37.2,20.9
45,2,4,7.4,103.8,15,1,1.4,54.8,42.5,11.6
27,14,3,5.0,46.4,12,4,1.05,26.1,48.7,28.5
35,3,2,8.9,38.2,13,0,0.9,65.2,46.8,16.1
31,18,2,9.2,80.0,16,4,1.4,94.8,43.7,116.9
15,5,2,9.7,86.5,17,3,0.9,52.6,56.0,21.5
16,6,4,8.0,59.8,17,3,1.1,47.3,31.5,13.0
13,11,3,8.7,31.1,17,2,1.0,21.4,33.9,37.7
49,18,5,5.6,62.6,9,3,0.9,73.4,67.3,28.6
35,5,3,8.4,48.7,12,2,1.05,100.2,10.0,20.3
52,9,4,7.5,57.8,16,4,1.4,69.6,55.4,28.0
11,4,2,7.9,70.5,10,1,1.35,24.0,48.8,26.2
59,28,3,6.3,86.2,13,1,1.05,81.0,42.0,78.7
21,18,3,9.7,107.1,11,0,0.95,8.5,52.8,72.7
51,19,2,5.5,41.5,11,3,0.9,101.4,50.6,61.3
54,3,4,8.4,84.4,10,0,0.9,111.0,24.5,10.3
11,9,3,6.6,48.7,17,0,1.05,73.7,30.3,28.3
30,4,1,11.2,47.7,8,1,1.4,106.4,36.2,53.6
48,31,4,9.0,80.7,15,3,1.4,14.7,16.5,99.7
53,49,2,8.0,92.1,12,1,1.25,31.3,41.9,284.1
35,17,3,6.5,108.2,9,5,1.35,41.5,49.7,55.5
22,2,3,9.3,91.5,8,0,1.05,93.9,56.0,11.7
38,5,1,4.0,42.6,8,3,1.05,60.7,42.9,21.2
31,15,4,8.6,48.0,11,5,0.9,45.1,33.0,35.5
14,3,4,8.8,90.9,11,5,0.95,23.2,44.7,9.4
24,19,4,8.7,72.2,13,5,1.1,98.2,41.1,61.7
50,28,2,9.3,53.6,14,1,1.0,7.4,51.4,128.9
49,3,2,7.2,67.7,8,2,1.05,43.8,41.5,21.0
32,6,2,8.8,103.2,17,5,0.95,32.9,52.7,33.0
36,4,6,7.0,90.4,9,2,0.9,19.8,38.9,11.2
32,24,2,6.8,66.1,10,4,1.4,24.8,57.5,128.2
55,31,3,6.5,108.4,16,4,1.25,61.8,44.1,92.3
15,13,5,7.6,93.6,11,3,0.95,54.0,34.8,25.2
43,11,4,9.7,30.5,13,4,0.95,64.6,38.0,33.2
58,37,4,10.6,39.0,9,3,0.9,88.7,50.7,92.6
35,1,6,7.6,74.3,9,0,1.1,107.6,26.8,8.3
3,1,3,7.0,58.0,9,2,0.95,18.6,40.4,7.4
16,1,3,10.0,95.0,12,3,1.4,14.5,54.8,5.5
5,1,1,8.7,101.7,16,0,1.1,41.8,48.2,11.8
21,3,2,8.0,49.3,13,2,0.95,67.8,28.2,12.7
10,10,3,6.3,91.1,16,1,0.95,16.5,45.7,24.6
19,10,2,10.1,72.8,13,0,0.95,87.3,25.9,56.9
25,8,4,8.1,61.4,16,1,1.1,69.0,44.2,24.0
4,4,1,8.0,92.9,12,4,1.05,91.1,58.6,40.0
29,25,2,8.8,75.2,8,3,1.0,46.2,42.9,109.1
19,15,4,8.0,80.8,13,2,1.0,51.1,28.4,43.1
43,41,2,10.2,35.0,11,4,1.05,97.9,39.7,254.4
2,2,4,9.5,76.9,16,0,0.9,35.7,44.3,13.3
10,9,6,7.2,54.1,13,4,1.0,48.9,55.1,18.2
43,10,4,8.1,69.5,8,1,0.95,6.6,55.0,24.3
25,20,3,7.1,47.8,13,1,0.9,68.9,28.9,54.5
20,9,5,10.8,79.2,10,5,0.9,102.9,38.1,27.0
48,47,2,6.9,41.8,10,3,1.05,8.2,46.7,196.4
19,1,4,7.8,39.8,14,4,1.35,75.6,34.7,7.3
23,2,1,8.5,45.1,9,5,1.4,102.2,48.0,19.7
24,19,2,8.8,95.4,16,2,1.35,61.8,25.8,115.8
11,8,6,9.0,32.7,16,1,1.4,41.0,45.1,22.8
46,38,3,9.2,88.4,14,0,1.25,119.6,54.3,151.1
34,12,4,9.0,34.5,16,4,1.35,12.5,42.6,39.5
55,26,3,7.4,77.3,13,2,1.0,29.2,44.1,72.8
28,27,4,7.2,91.9,16,2,1.05,106.8,52.1,60.2
5,5,6,8.1,48.5,17,2,1.25,39.2,36.7,11.5
59,15,3,7.2,45.7,9,2,0.95,99.3,49.5,36.0
5,5,3,7.0,53.1,12,5,1.05,43.3,41.6,22.7
51,1,3,7.4,86.0,13,1,1.1,98.4,31.1,11.8
21,11,5,11.2,50.4,13,3,0.9,83.9,52.8,31.1
12,12,2,10.3,70.1,11,4,1.35,58.9,58.8,98.1
50,3,3,7.6,40.8,11,1,0.9,65.1,55.9,12.0
4,3,3,4.9,66.9,12,3,1.4,25.4,52.8,10.0
54,18,2,7.1,80.0,13,2,1.1,18.3,48.1,80.3
49,34,2,9.3,35.7,15,0,0.95,87.4,46.4,152.6
42,32,3,5.7,95.2,17,2,0.9,102.6,40.9,61.6
20,7,5,8.9,105.0,8,3,0.9,88.0,34.0,19.7
38,8,3,8.8,45.5,15,3,1.1,110.0,17.2,24.0
25,19,3,8.0,90.8,9,0,0.95,107.4,23.2,53.9
14,6,3,7.9,55.1,14,5,1.1,94.5,42.2,20.3
11,10,3,6.6,84.1,11,1,0.9,108.3,26.7,29.8
32,22,5,9.0,54.5,15,5,1.1,24.2,47.0,47.0
11,1,3,8.5,99.0,13,0,1.0,89.1,63.0,11.9
18,6,2,7.3,57.8,12,2,0.95,91.7,10.0,28.1
27,13,2,6.8,97.9,17,4,0.95,22.7,30.3,43.4
55,46,5,6.2,91.3,17,1,1.1,109.6,68.2,67.1
54,35,6,8.6,45.7,12,4,1.25,6.0,52.0,70.1
18,11,2,7.7,42.6,11,4,1.25,55.0,40.7,60.4
56,3,2,7.7,92.4,10,1,0.95,7.5,35.6,11.1
23,19,3,5.7,61.2,10,2,0.9,65.2,49.0,45.0
11,10,4,6.4,106.0,10,5,0.9,52.4,53.8,26.4
21,15,3,6.2,105.4,14,3,0.95,76.7,26.8,34.5
44,11,6,9.2,85.5,15,2,1.4,93.1,59.9,27.3
5,2,4,8.3,70.0,15,5,1.1,93.4,46.8,10.4
23,13,5,7.6,45.6,9,3,1.35,88.1,53.3,30.1
41,32,3,9.7,100.6,10,3,1.25,16.7,54.3,151.5
59,37,3,9.4,36.6,9,1,1.4,53.0,45.7,163.8
25,4,4,9.7,59.6,13,1,0.95,98.8,47.3,15.9
41,13,3,7.6,55.5,10,0,0.9,80.2,48.2,38.1
54,9,2,5.9,106.7,13,5,1.35,83.3,37.7,48.9
10,9,2,10.6,39.4,11,4,1.05,31.1,49.8,60.8
22,17,3,8.8,101.2,17,4,0.95,42.4,38.9,56.3
19,2,3,8.8,66.5,17,4,1.05,114.9,42.0,8.9
1,1,3,9.0,33.8,13,4,1.0,102.4,60.8,14.6
7,5,2,12.1,88.3,10,0,1.1,24.0,41.6,39.5
4,4,3,7.8,38.1,12,3,1.4,67.6,47.0,18.5
1,1,2,10.2,49.0,15,0,1.0,61.4,39.9,5.3
15,7,4,6.7,94.0,10,5,1.35,56.0,37.6,24.8
40,1,3,9.2,42.4,16,1,1.35,59.1,65.1,9.1
12,12,4,10.7,56.0,16,2,1.35,78.9,24.4,51.9
22,12,4,7.9,58.9,14,3,1.05,116.2,42.6,32.7
22,21,4,5.1,77.1,15,3,0.9,105.7,27.6,29.8
50,11,4,8.9,93.2,16,0,1.25,105.6,57.1,35.6
47,44,3,7.7,48.5,8,1,1.4,85.9,41.3,163.6
17,12,2,9.3,46.5,14,1,1.4,7.0,36.4,71.7
29,12,4,7.3,47.8,17,5,0.9,55.7,20.0,29.1
46,14,3,11.6,60.5,10,3,0.9,63.8,60.9,58.1
14,2,3,8.2,72.8,13,0,0.95,101.9,26.1,13.7
50,34,3,9.2,31.1,16,4,1.25,111.1,47.8,137.8
20,4,5,6.5,92.4,17,3,1.25,56.9,53.2,20.4
50,26,2,6.2,104.1,15,4,1.25,39.6,68.1,106.9
48,16,3,6.1,97.5,9,2,1.0,43.8,35.4,38.3
33,10,6,6.1,33.0,11,1,1.0,71.5,31.7,17.3
55,45,4,9.0,72.0,12,3,0.9,36.6,36.9,109.6
59,2,1,7.1,95.1,17,2,1.35,109.7,34.9,17.7
43,35,5,6.1,57.5,13,4,0.95,53.1,19.4,55.5
15,3,2,7.0,101.8,14,3,1.35,118.9,61.6,23.5
12,6,4,9.1,101.0,11,2,1.4,17.6,37.0,25.6
40,19,3,9.0,41.3,11,3,1.0,26.6,40.1,66.4
54,53,3,9.5,69.5,12,2,0.9,63.8,49.5,176.8
20,20,4,7.6,32.1,16,2,1.05,104.9,58.6,45.0
30,19,2,11.0,52.5,16,4,0.95,45.7,28.1,102.2
38,8,2,9.6,94.9,8,1,1.05,101.3,46.3,45.4
3,2,4,6.2,108.0,12,0,1.0,53.9,27.4,15.6
28,10,2,9.2,103.1,12,2,1.25,103.1,46.0,75.0
56,3,6,8.0,33.4,14,1,1.05,36.9,45.5,10.1
26,6,3,7.8,104.1,15,5,0.9,59.3,36.3,24.0
30,29,2,8.0,95.8,10,0,1.05,37.1,44.8,149.6
13,7,4,7.0,99.4,8,4,1.25,29.8,45.0,23.1
13,7,3,9.5,103.2,9,3,1.1,53.4,41.0,30.2
2,2,2,7.1,69.1,13,1,1.05,43.5,39.5,11.0
37,19,3,7.2,46.9,13,3,1.4,95.5,25.6,73.2
49,28,6,9.1,31.7,12,3,1.25,91.0,28.9,68.6
38,26,3,11.3,31.9,12,0,1.4,46.2,34.6,156.6
2,2,3,7.3,81.4,16,5,0.9,119.1,29.9,8.6
36,4,3,6.1,57.0,14,1,0.95,117.0,35.1,12.2
54,2,1,9.7,69.7,13,2,0.95,110.6,41.1,22.0
26,3,2,8.3,40.5,14,5,1.35,72.4,43.1,18.3
11,7,4,8.8,108.0,10,0,1.35,52.4,48.7,34.0
8,7,6,8.1,40.4,14,1,1.1,41.0,43.9,16.5
44,16,2,8.9,65.6,10,2,1.4,6.7,43.4,111.5
40,31,3,8.5,65.5,15,3,1.35,77.7,48.4,122.3
43,10,6,7.2,30.7,17,4,1.05,68.6,31.0,20.2
22,19,2,9.1,83.4,17,4,1.0,77.4,32.0,88.3
20,17,2,8.8,73.1,16,0,1.05,71.2,37.5,81.6
8,4,5,7.4,69.8,10,5,1.05,20.8,33.6,13.7
29,19,4,7.7,95.4,14,2,0.9,85.0,21.0,44.0
40,37,2,6.8,49.3,15,2,1.1,46.5,48.9,140.9
26,23,3,8.7,98.9,10,4,1.0,64.4,30.0,84.0
30,20,2,8.7,99.2,13,2,1.35,47.1,63.7,139.2
17,13,3,7.9,96.1,14,1,0.95,7.5,44.0,36.2
20,13,4,6.3,57.3,11,1,1.0,105.8,24.0,32.0
52,43,3,5.0,43.0,13,4,1.05,22.1,50.0,91.5
55,11,3,7.7,68.0,14,3,0.95,71.9,42.4,36.5
16,16,3,8.4,50.8,14,3,1.1,106.6,45.5,59.8
46,15,2,9.0,34.2,8,3,1.25,30.5,36.0,84.3
43,17,1,9.7,52.4,9,4,1.1,52.4,30.8,182.0
7,6,4,7.5,67.5,8,0,1.1,48.4,24.5,18.4
16,2,3,5.6,39.0,16,2,1.35,15.3,26.6,7.1
45,28,2,7.2,105.5,14,1,1.35,53.7,25.6,144.4
59,19,3,11.3,82.5,14,5,0.95,60.1,37.7,71.1
47,4,4,10.5,40.9,10,1,1.1,8.1,41.4,13.8
56,22,3,8.6,95.0,12,5,1.4,61.1,23.4,103.3
48,22,3,7.4,104.2,9,0,1.25,15.8,52.8,73.2
27,23,2,7.9,51.0,12,2,1.35,107.6,43.7,145.1
53,37,2,10.6,41.5,15,3,1.35,79.8,71.1,266.6
23,7,4,8.3,55.8,17,5,0.95,11.5,37.1,17.3
24,2,3,7.4,96.6,10,1,0.95,100.1,68.8,17.0
9,1,4,10.0,44.0,11,3,0.9,46.6,51.0,12.3
35,33,5,5.1,92.3,15,3,0.95,30.9,18.5,38.9
51,12,6,6.5,87.3,9,4,1.0,34.2,27.7,22.3
20,2,2,6.8,82.1,8,4,1.05,73.7,45.8,12.2
37,28,2,9.5,64.7,10,2,1.4,14.4,21.0,211.7
42,10,3,7.2,59.3,9,1,1.25,11.8,31.2,33.8
17,17,1,5.3,36.8,17,4,1.1,77.2,22.9,101.7
47,26,4,7.0,58.6,9,2,1.05,117.9,67.7,48.4
31,3,5,7.3,78.1,11,0,1.35,60.6,55.2,11.3
55,7,4,7.9,101.9,13,3,1.05,52.5,37.9,20.7
57,44,2,8.2,96.6,17,1,1.4,113.9,60.1,255.8
8,8,2,9.5,32.6,17,1,1.4,32.7,57.1,51.3
15,4,3,7.5,41.1,12,2,1.35,32.7,57.7,16.7
31,12,4,7.1,97.9,11,4,1.35,109.1,35.3,38.2
53,35,3,8.1,105.1,15,3,1.0,79.4,38.3,100.1
30,17,1,8.4,34.5,12,3,0.9,11.2,28.8,141.4
46,28,2,7.1,86.1,9,1,1.25,82.5,40.6,126.8
20,9,6,5.4,59.3,11,1,1.05,99.3,32.2,16.3
39,10,4,7.3,59.1,14,3,1.05,36.5,29.1,24.3
53,22,5,9.2,81.4,11,0,1.25,49.0,55.6,64.4
55,38,4,7.9,94.8,13,2,1.25,27.7,50.1,109.5
12,9,3,9.9,52.0,9,0,1.35,77.8,31.4,41.2
49,33,2,8.8,86.4,16,4,1.1,81.4,53.3,166.2
17,12,3,7.2,80.9,11,0,1.1,12.9,45.7,40.1
42,37,3,10.2,71.4,8,0,1.4,82.9,38.2,177.5
30,13,5,6.7,78.2,10,4,1.05,80.7,61.1,24.2
29,27,2,5.5,31.4,14,5,0.9,9.0,45.7,67.1
19,15,2,8.5,30.3,17,5,0.95,68.9,63.3,63.6
46,22,3,6.8,74.0,16,2,1.0,75.6,48.8,57.3
11,11,2,7.9,71.9,13,3,1.05,54.5,49.8,49.3
34,34,3,6.4,35.7,11,0,1.35,108.7,29.1,115.2
50,44,2,8.0,69.4,9,2,1.0,42.8,35.3,183.4
7,4,2,8.7,90.6,16,4,0.9,12.7,59.5,16.7
44,34,3,8.9,73.3,15,5,1.25,82.3,55.9,131.2
58,58,3,6.3,71.4,14,2,0.9,74.6,37.7,114.0
34,19,3,6.0,87.4,9,5,1.0,118.7,25.8,46.4
59,8,2,8.6,43.7,9,0,1.1,31.6,61.9,34.9
20,7,5,7.4,66.6,15,3,0.95,50.5,54.8,14.5
50,33,2,7.2,41.8,16,4,0.9,58.0,28.3,105.3
38,28,1,7.8,71.9,16,4,1.4,104.1,28.3,304.1
24,5,3,7.7,77.4,15,0,1.1,52.7,64.0,17.4
10,9,2,8.6,39.7,8,5,1.4,93.8,35.9,52.1
32,4,3,8.7,36.0,12,2,1.4,23.0,36.1,22.3
52,17,6,9.5,43.3,14,3,1.35,52.1,33.8,43.0
15,8,4,7.6,76.9,17,4,0.9,22.8,46.3,20.3
37,21,3,9.5,45.2,13,0,1.4,114.2,25.2,106.7
20,2,3,8.9,52.0,8,0,1.05,25.4,44.9,6.5
3,3,2,9.3,86.2,17,1,1.25,53.2,25.1,21.8
37,33,3,6.3,49.9,13,5,0.9,14.5,25.2,76.9
57,30,3,7.8,61.8,11,1,1.0,111.0,25.6,99.2
40,12,6,10.8,104.3,10,2,1.25,76.7,26.1,39.4
8,4,2,5.9,96.0,11,0,1.1,115.7,50.7,21.1
40,12,3,10.7,50.4,15,5,0.9,9.9,50.7,41.1
44,24,5,10.6,77.8,13,2,1.0,25.1,40.0,58.7
56,24,4,9.1,83.3,16,2,0.95,48.7,34.4,57.2
23,11,6,6.0,102.0,12,3,1.0,76.5,58.6,28.6
40,13,3,7.7,73.8,16,1,0.9,42.9,50.3,33.5
11,11,3,9.2,74.9,11,2,1.25,86.9,27.9,48.1
46,8,4,6.0,101.1,11,3,0.95,24.0,46.2,21.1
8,2,2,9.0,34.4,13,3,1.05,74.1,45.6,11.0
29,8,2,8.2,80.3,17,5,1.0,50.8,50.6,35.4
30,20,4,7.1,63.3,14,1,0.9,63.4,75.0,40.8
56,8,3,6.3,102.8,9,1,0.9,70.5,32.2,25.6
10,9,5,10.2,106.8,11,0,1.05,11.9,48.7,27.3
39,7,6,9.2,43.6,15,2,1.4,111.3,60.0,23.4
28,14,5,7.8,52.5,16,3,0.9,95.4,62.6,22.2
49,28,2,8.1,51.9,12,0,1.35,55.9,44.2,176.5
36,2,4,7.6,38.1,13,5,1.0,68.0,26.3,8.8
13,9,4,5.3,68.6,17,2,0.95,8.7,20.5,8.2
32,11,6,9.9,71.0,14,2,1.4,62.3,51.9,27.6
36,8,3,8.3,75.8,14,0,1.0,54.0,46.1,26.6
37,13,2,9.4,83.0,10,3,1.25,48.1,43.5,90.2
26,21,5,7.3,35.0,9,0,1.25,98.8,45.4,44.9
22,15,3,8.1,79.8,17,2,1.0,25.9,53.7,43.2
4,4,3,8.5,103.1,15,0,1.35,25.3,48.6,22.6
31,3,3,9.5,66.4,16,0,1.35,65.0,46.6,16.8
18,14,3,10.7,38.5,15,5,1.1,84.0,34.9,61.4
38,15,4,7.5,36.9,15,2,1.1,7.6,54.5,34.1
24,2,3,7.5,52.5,9,1,1.1,67.8,35.1,8.6
56,51,4,7.6,90.2,11,5,1.0,39.4,53.6,118.1
23,12,1,7.1,50.9,13,3,0.9,92.0,37.3,91.5
22,20,3,12.0,95.1,15,2,1.4,58.9,49.1,118.3
2,2,3,5.5,95.6,9,5,0.9,100.9,63.2,10.0
31,3,4,12.0,66.6,15,5,1.05,50.7,49.9,12.5
55,5,3,9.0,54.1,8,1,1.0,100.1,59.0,22.5
11,3,3,7.9,77.8,13,0,1.05,87.4,37.5,16.5
28,25,4,6.7,94.8,15,1,1.35,100.2,43.2,62.9
46,19,4,7.9,35.2,15,2,1.05,98.4,37.7,44.1
32,2,3,7.2,106.3,14,5,0.9,60.9,22.1,12.6
5,4,3,10.1,81.7,14,5,1.35,47.3,54.8,20.8
38,37,3,8.9,61.9,17,2,1.05,93.0,48.8,118.7
10,6,3,10.5,70.5,16,0,1.25,46.6,48.0,29.9
40,17,2,7.6,60.8,9,5,1.4,15.3,56.8,85.4
46,14,5,8.2,63.0,8,2,1.0,103.8,28.4,27.6
24,22,4,7.9,77.6,9,4,0.95,50.7,25.5,46.7
35,10,3,7.4,34.8,10,1,1.4,20.2,56.9,39.1
44,3,3,6.5,44.0,16,4,1.35,79.3,41.2,12.7
48,36,5,9.1,48.2,17,4,1.1,107.3,44.6,78.0
23,6,2,8.5,62.6,14,1,1.1,104.0,24.4,37.1
17,16,4,7.9,59.7,12,2,1.35,68.8,59.7,50.5
1,1,2,8.8,87.8,12,1,1.25,15.1,50.1,5.6
55,39,3,7.4,50.7,13,0,1.0,85.1,35.1,113.0
31,15,5,8.0,34.6,9,4,1.1,75.0,67.0,29.9
31,30,3,9.3,34.4,8,5,1.4,29.2,25.6,129.7
42,21,3,9.5,30.9,8,4,1.35,108.6,38.0,93.5
57,30,5,10.3,33.0,10,2,1.4,15.0,53.8,104.7
55,28,4,6.3,98.7,8,1,1.25,47.9,55.8,65.6
42,31,4,6.6,85.8,16,5,0.95,15.9,24.1,50.7
53,52,3,6.3,109.7,17,3,1.05,109.9,38.6,124.7
56,26,3,7.0,31.6,12,5,1.1,9.1,50.9,79.7
34,22,4,7.5,97.9,16,2,0.9,54.0,59.7,44.8
9,5,6,8.7,85.7,12,2,0.95,104.1,58.7,13.1
22,1,4,9.7,81.2,8,2,0.95,33.9,50.4,8.0
13,5,4,7.4,58.5,14,1,1.1,17.1,43.1,17.4
25,13,2,8.9,60.1,14,2,1.25,19.6,39.8,74.5
48,21,4,9.9,97.6,11,0,1.1,51.6,48.0,75.2
18,14,4,7.3,87.1,10,0,1.35,54.3,59.2,43.8
51,9,4,7.6,83.6,8,4,0.95,87.6,39.4,19.8
12,1,2,8.1,32.5,14,4,1.0,32.4,38.7,1.3
40,21,5,5.5,44.7,12,1,1.25,85.7,55.7,34.4
17,7,2,8.8,107.0,17,3,0.95,119.9,54.7,37.4
15,11,2,6.2,66.3,8,4,1.35,104.4,36.0,51.5
42,22,4,9.2,92.5,8,4,0.95,78.1,26.2,56.4
15,12,4,7.4,61.1,10,4,1.35,113.1,21.4,40.5
15,7,3,7.2,91.1,10,5,1.35,119.0,43.6,29.6
55,6,4,6.5,39.5,9,4,0.9,70.6,28.7,16.7
39,16,3,8.8,33.4,15,2,1.4,36.5,52.8,65.2
13,10,1,8.8,67.3,15,4,1.35,110.2,21.4,112.7
17,5,2,7.3,77.3,13,5,0.95,102.1,61.4,25.9
32,9,5,10.7,55.9,12,1,1.1,14.7,38.0,23.5
9,8,2,8.1,87.3,13,5,1.35,112.7,32.4,50.4
40,14,2,8.0,69.7,8,2,1.05,47.1,35.5,59.0
20,12,4,8.1,104.3,9,5,1.4,42.0,31.6,41.9
26,10,3,7.0,36.8,14,2,1.35,44.5,60.2,36.6
27,20,4,6.5,35.3,8,1,1.25,41.8,50.1,46.9
21,20,5,7.4,102.4,15,3,1.4,64.3,43.2,48.8
18,13,4,9.0,83.5,10,4,1.05,71.7,27.6,39.7
13,13,3,5.2,83.7,11,0,1.05,53.9,41.3,34.3
16,3,3,5.8,32.2,14,3,1.05,52.4,32.8,9.9
9,8,4,7.1,105.0,17,4,1.05,89.8,10.4,22.6
12,7,3,5.3,91.7,14,0,1.0,5.3,33.7,12.8
44,42,1,5.9,91.1,9,2,1.05,113.9,49.3,260.2
38,35,3,9.2,103.0,12,5,1.25,87.2,36.9,161.5
19,3,1,7.3,76.3,15,2,1.25,86.3,40.3,26.3
7,2,6,6.7,61.6,16,2,1.1,53.5,54.5,8.0
57,5,4,8.2,68.5,12,4,0.95,116.1,52.3,15.5
35,16,2,8.2,92.2,9,1,1.35,5.0,65.5,84.2
48,17,2,9.7,91.5,11,2,1.25,13.8,15.7,118.9
18,6,6,5.3,78.8,12,2,1.0,97.5,31.9,14.2
16,10,3,6.6,47.4,13,2,1.1,90.0,52.9,32.1
55,32,4,7.1,95.5,13,5,1.0,36.2,47.2,71.1
39,20,3,8.6,81.8,8,4,0.9,73.4,43.2,59.7
4,4,5,12.3,47.7,13,0,1.1,66.2,34.7,16.8
59,56,4,8.9,68.5,17,3,1.25,65.6,44.7,160.2
25,2,1,7.6,109.8,8,2,1.25,73.5,44.0,26.0
32,20,2,6.2,56.3,12,3,1.25,119.3,19.8,95.7
40,18,3,6.0,39.3,14,1,0.9,118.5,44.6,37.6
13,1,5,9.4,31.7,15,1,1.0,117.9,35.8,11.3
45,29,2,6.8,44.8,12,1,1.25,68.1,52.1,144.2
17,12,3,7.5,45.0,9,2,1.05,41.6,46.1,32.9
49,40,3,10.5,98.6,10,3,0.95,69.4,65.5,162.0
37,6,5,5.4,42.5,14,0,0.95,76.6,42.0,11.2
6,4,4,8.4,99.0,17,4,1.4,40.8,28.9,16.5
19,7,3,6.6,36.9,11,3,1.05,77.8,12.1,23.0
13,2,2,10.5,102.5,8,4,1.35,76.5,30.7,23.1
57,54,1,6.6,50.5,10,3,1.25,108.9,46.5,508.3
26,14,3,9.0,78.9,17,2,1.1,32.3,49.6,47.7
14,8,3,5.3,42.8,9,0,0.95,85.2,34.7,18.9
31,24,3,10.3,61.2,16,2,1.1,56.8,36.8,95.7
54,20,6,9.4,36.9,8,1,1.4,19.9,42.8,46.9
4,2,3,7.2,76.4,16,0,1.35,41.4,46.6,8.3
39,14,4,8.6,57.7,17,5,1.35,11.6,54.2,43.8
8,5,2,9.4,98.2,12,5,0.9,41.7,34.9,31.7
25,9,1,8.2,44.5,13,3,1.1,12.9,33.1,84.0
13,8,3,7.4,52.4,13,2,0.9,111.4,66.3,24.7
32,2,4,7.9,44.2,13,4,0.9,16.7,63.4,8.5
59,16,3,8.2,75.1,16,2,1.4,99.0,35.6,62.4
38,7,5,8.1,38.9,16,2,1.1,109.2,55.7,18.7
38,16,3,8.7,45.1,17,3,1.05,58.8,68.5,56.0
56,7,3,6.5,84.3,14,3,1.35,11.2,57.8,23.5
28,27,5,7.0,36.0,10,1,1.25,73.5,32.8,61.6
53,14,3,7.4,89.5,14,0,1.05,32.0,43.3,41.9
30,14,2,8.7,38.3,12,2,1.05,25.3,21.0,75.0
3,1,2,5.7,76.8,16,4,1.05,70.2,30.4,6.8
28,1,4,8.2,109.8,15,5,1.35,46.0,41.8,14.3
3,1,4,9.2,43.9,17,5,0.9,89.0,44.6,6.9
45,36,1,8.1,50.9,13,3,0.9,73.0,33.7,299.8
54,7,3,8.1,101.9,12,3,1.1,100.4,10.0,27.7
34,32,4,7.5,80.1,17,1,1.1,11.7,44.3,67.7
16,16,5,8.1,69.4,9,0,1.05,32.0,50.7,32.0
22,3,3,7.3,75.0,10,5,1.4,70.2,51.2,15.6
32,7,5,7.8,53.6,10,1,1.0,106.2,39.5,21.4
38,29,3,7.3,98.4,11,3,1.05,98.5,40.4,92.0
8,8,2,7.7,89.6,10,4,1.05,83.1,45.0,39.7
55,22,1,7.5,81.4,14,1,1.35,71.0,46.9,219.6
8,6,3,6.2,104.5,13,2,1.35,77.6,40.9,28.2
57,48,3,5.7,76.2,15,3,1.0,29.6,14.1,100.0
6,6,5,8.1,71.0,9,3,1.35,73.4,58.8,12.9
14,6,2,8.9,108.1,9,1,1.0,61.8,36.4,33.0
32,10,3,10.3,46.5,8,4,0.9,49.2,27.3,34.1
35,16,1,9.6,41.4,12,1,1.4,107.1,37.3,236.1
10,6,4,9.4,43.0,14,4,1.35,100.4,43.3,23.8
3,1,5,8.3,109.2,16,3,1.0,13.8,34.7,8.8
59,53,2,8.2,82.2,12,1,1.05,118.4,35.5,264.3
12,3,3,6.8,54.5,8,0,1.1,31.4,38.1,8.5
49,12,2,6.6,49.9,10,5,1.35,29.8,46.3,62.7
59,56,3,8.3,34.5,15,1,1.05,113.5,32.4,165.1
31,27,2,6.7,40.6,10,1,1.35,56.2,46.0,141.4
29,6,3,7.9,102.7,14,0,0.9,97.6,25.4,22.7
5,2,4,4.3,89.8,17,0,0.9,38.1,66.1,10.1
52,45,3,8.7,105.3,10,2,1.05,105.4,54.9,167.3
25,7,2,6.4,63.9,9,0,1.35,100.7,38.7,36.0
41,13,3,5.9,78.1,17,4,0.95,64.7,46.0,34.7
31,21,3,9.1,68.7,13,5,1.1,86.1,28.0,85.7
21,8,3,9.4,100.5,9,5,1.4,115.9,48.7,39.4
58,30,2,7.9,109.3,17,2,1.4,57.0,52.1,170.6
20,17,4,6.9,104.6,12,4,1.0,61.8,45.2,40.8
